abjecções;abjeções
inspeccionem;inspecionem
inspeccionemos;inspecionemos
inspecciones;inspeciones
inspeccioná-la;inspecioná-la
inspeccioná-las;inspecioná-las
inspeccioná-lo-íamos;inspecioná-lo-íamos
inspeccioná-lo-ei;inspecioná-lo-ei
inspeccioná-lo-íeis;inspecioná-lo-íeis
inspeccioná-lo-eis;inspecioná-lo-eis
inspeccioná-lo-emos;inspecioná-lo-emos
inspeccioná-lo-ia;inspecioná-lo-ia
inspeccioná-lo-iam;inspecioná-lo-iam
inspeccioná-lo-ias;inspecioná-lo-ias
inspeccioná-lo-á;inspecioná-lo-á
inspeccioná-lo;inspecioná-lo
inspeccioná-lo-ão;inspecioná-lo-ão
inspeccioná-lo-ás;inspecioná-lo-ás
inspeccioná-los;inspecioná-los
inspeccionámos;inspecionámos
inspecciono;inspeciono
inspeccionou;inspecionou
inspeccionáramos;inspecionáramos
inspeccionáreis;inspecionáreis
inspeccionásseis;inspecionásseis
inspeccionássemos;inspecionássemos
inspeccionávamos;inspecionávamos
inspeccionáveis;inspecionáveis
inspecções;inspeções
inspecção;inspeção
inspectada;inspetada
inspectadas;inspetadas
inspectado;inspetado
inspectados;inspetados
inspectai;inspetai
inspecta;inspeta
inspectais;inspetais
inspectam;inspetam
inspectamos;inspetamos
inspectando;inspetando
inspectara;inspetara
inspectaram;inspetaram
inspectaríamos;inspetaríamos
inspectaras;inspetaras
inspectardes;inspetardes
inspectarei;inspetarei
inspectaríeis;inspetaríeis
inspectareis;inspetareis
inspectarem;inspetarem
inspectaremos;inspetaremos
inspectares;inspetares
inspectaria;inspetaria
inspectariam;inspetariam
inspectarias;inspetarias
inspectará;inspetará
inspectar;inspetar
inspectar-lha;inspetar-lha
inspectar-lhas;inspetar-lhas
inspectar-lhe;inspetar-lhe
inspectar-lhes;inspetar-lhes
inspectar-lho;inspetar-lho
inspectar-lhos;inspetar-lhos
inspectar-me-ei;inspetar-me-ei
inspectar-me-ia;inspetar-me-ia
inspectar-me;inspetar-me
inspectarmos;inspetarmos
inspectar-nos-íamos;inspetar-nos-íamos
inspectar-nos-emos;inspetar-nos-emos
inspectar-nos;inspetar-nos
inspectarão;inspetarão
inspectar-se-ia;inspetar-se-ia
inspectar-se-iam;inspetar-se-iam
inspectar-se-á;inspetar-se-á
inspectar-se;inspetar-se
inspectar-se-ão;inspetar-se-ão
inspectarás;inspetarás
inspectar-te-ei;inspetar-te-ei
inspectar-te-ias;inspetar-te-ias
inspectar-te-á;inspetar-te-á
inspectar-te;inspetar-te
inspectar-te-ás;inspetar-te-ás
inspectar-vos-íeis;inspetar-vos-íeis
inspectar-vos-eis;inspetar-vos-eis
inspectar-vos;inspetar-vos
inspectas;inspetas
inspectasse;inspetasse
inspectassem;inspetassem
inspectasses;inspetasses
inspectaste;inspetaste
inspectastes;inspetastes
inspectava;inspetava
inspectavam;inspetavam
inspectavas;inspetavas
inspectei;inspetei
inspecte;inspete
inspecteis;inspeteis
inspectem;inspetem
inspectemos;inspetemos
inspectes;inspetes
inspectá-la;inspetá-la
inspectá-las;inspetá-las
inspectá-lo-íamos;inspetá-lo-íamos
inspectá-lo-ei;inspetá-lo-ei
inspectá-lo-íeis;inspetá-lo-íeis
inspectá-lo-eis;inspetá-lo-eis
inspectá-lo-emos;inspetá-lo-emos
inspectá-lo-ia;inspetá-lo-ia
inspectá-lo-iam;inspetá-lo-iam
inspectá-lo-ias;inspetá-lo-ias
inspectá-lo-á;inspetá-lo-á
inspectá-lo;inspetá-lo
inspectá-lo-ão;inspetá-lo-ão
inspectá-lo-ás;inspetá-lo-ás
inspectá-los;inspetá-los
inspectámos;inspetámos
inspecto;inspeto
inspectora;inspetora
inspectoras;inspetoras
inspectores;inspetores
inspector-geral;inspetor-geral
inspectoria;inspetoria
inspector;inspetor
inspectou;inspetou
inspectáramos;inspetáramos
inspectáreis;inspetáreis
inspectásseis;inspetásseis
inspectássemos;inspetássemos
inspectávamos;inspetávamos
inspectáveis;inspetáveis
insurreccionada;insurrecionada
insurreccionadas;insurrecionadas
insurreccionado;insurrecionado
insurreccionados;insurrecionados
insurreccionai;insurrecionai
insurrecciona;insurreciona
insurreccionais;insurrecionais
insurreccional;insurrecional
insurreccionam;insurrecionam
insurreccionamos;insurrecionamos
insurreccionando;insurrecionando
insurreccionara;insurrecionara
insurreccionaram;insurrecionaram
insurreccionaríamos;insurrecionaríamos
insurreccionaras;insurrecionaras
insurreccionardes;insurrecionardes
insurreccionarei;insurrecionarei
insurreccionaríeis;insurrecionaríeis
insurreccionareis;insurrecionareis
insurreccionarem;insurrecionarem
insurreccionaremos;insurrecionaremos
insurreccionares;insurrecionares
insurreccionaria;insurrecionaria
insurreccionariam;insurrecionariam
insurreccionarias;insurrecionarias
insurreccionará;insurrecionará
insurreccionar;insurrecionar
insurreccionar-lha;insurrecionar-lha
insurreccionar-lhas;insurrecionar-lhas
insurreccionar-lhe;insurrecionar-lhe
insurreccionar-lhes;insurrecionar-lhes
insurreccionar-lho;insurrecionar-lho
insurreccionar-lhos;insurrecionar-lhos
insurreccionar-me-ei;insurrecionar-me-ei
insurreccionar-me-ia;insurrecionar-me-ia
insurreccionar-me;insurrecionar-me
insurreccionarmos;insurrecionarmos
insurreccionar-nos-íamos;insurrecionar-nos-íamos
insurreccionar-nos-emos;insurrecionar-nos-emos
insurreccionar-nos;insurrecionar-nos
insurreccionarão;insurrecionarão
insurreccionar-se-ia;insurrecionar-se-ia
insurreccionar-se-iam;insurrecionar-se-iam
insurreccionar-se-á;insurrecionar-se-á
insurreccionar-se;insurrecionar-se
insurreccionar-se-ão;insurrecionar-se-ão
insurreccionarás;insurrecionarás
insurreccionar-te-ei;insurrecionar-te-ei
insurreccionar-te-ias;insurrecionar-te-ias
insurreccionar-te-á;insurrecionar-te-á
insurreccionar-te;insurrecionar-te
insurreccionar-te-ás;insurrecionar-te-ás
insurreccionar-vos-íeis;insurrecionar-vos-íeis
insurreccionar-vos-eis;insurrecionar-vos-eis
insurreccionar-vos;insurrecionar-vos
insurreccionas;insurrecionas
insurreccionasse;insurrecionasse
insurreccionassem;insurrecionassem
insurreccionasses;insurrecionasses
insurreccionaste;insurrecionaste
insurreccionastes;insurrecionastes
insurreccionava;insurrecionava
insurreccionavam;insurrecionavam
insurreccionavas;insurrecionavas
insurreccionei;insurrecionei
insurreccione;insurrecione
insurreccioneis;insurrecioneis
insurreccionem;insurrecionem
insurreccionemos;insurrecionemos
insurrecciones;insurreciones
insurreccioná-la;insurrecioná-la
insurreccioná-las;insurrecioná-las
insurreccioná-lo-íamos;insurrecioná-lo-íamos
insurreccioná-lo-ei;insurrecioná-lo-ei
insurreccioná-lo-íeis;insurrecioná-lo-íeis
insurreccioná-lo-eis;insurrecioná-lo-eis
insurreccioná-lo-emos;insurrecioná-lo-emos
insurreccioná-lo-ia;insurrecioná-lo-ia
insurreccioná-lo-iam;insurrecioná-lo-iam
insurreccioná-lo-ias;insurrecioná-lo-ias
insurreccioná-lo-á;insurrecioná-lo-á
insurreccioná-lo;insurrecioná-lo
insurreccioná-lo-ão;insurrecioná-lo-ão
insurreccioná-lo-ás;insurrecioná-lo-ás
insurreccioná-los;insurrecioná-los
insurreccionámos;insurrecionámos
insurrecciono;insurreciono
insurreccionou;insurrecionou
insurreccionáramos;insurrecionáramos
insurreccionáreis;insurrecionáreis
insurreccionásseis;insurrecionásseis
insurreccionássemos;insurrecionássemos
insurreccionávamos;insurrecionávamos
insurreccionáveis;insurrecionáveis
insurrecto;insurreto
insurrectos;insurretos
insusceptivelmente;insuscetivelmente
insusceptível;insuscetível
intelecção;intelecção
interacções;interações
interacção;interação
interactiva;interativa
interactivamente;interativamente
interactivas;interativas
interactividade;interatividade
interactividades;interatividades
interactivo;interativo
interactivos;interativos
interactuada;interatuada
interactuadas;interatuadas
interactuado;interatuado
interactuados;interatuados
interactuai;interatuai
interactua;interatua
interactuais;interatuais
interactuam;interatuam
interactuamos;interatuamos
interactuando;interatuando
interactuante;interatuante
interactuantes;interatuantes
interactuara;interatuara
interactuaram;interatuaram
interactuaríamos;interatuaríamos
interactuaras;interatuaras
interactuardes;interatuardes
interactuarei;interatuarei
interactuaríeis;interatuaríeis
interactuareis;interatuareis
interactuarem;interatuarem
interactuaremos;interatuaremos
interactuares;interatuares
interactuaria;interatuaria
interactuariam;interatuariam
interactuarias;interatuarias
interactuará;interatuará
interactuar;interatuar
interactuar-lha;interatuar-lha
interactuar-lhas;interatuar-lhas
interactuar-lhe;interatuar-lhe
interactuar-lhes;interatuar-lhes
interactuar-lho;interatuar-lho
interactuar-lhos;interatuar-lhos
interactuar-me-ei;interatuar-me-ei
interactuar-me-ia;interatuar-me-ia
interactuar-me;interatuar-me
interactuarmos;interatuarmos
interactuar-nos-íamos;interatuar-nos-íamos
interactuar-nos-emos;interatuar-nos-emos
interactuar-nos;interatuar-nos
interactuarão;interatuarão
interactuar-se-ia;interatuar-se-ia
interactuar-se-iam;interatuar-se-iam
interactuar-se-á;interatuar-se-á
interactuar-se;interatuar-se
interactuar-se-ão;interatuar-se-ão
interactuarás;interatuarás
interactuar-te-ei;interatuar-te-ei
interactuar-te-ias;interatuar-te-ias
interactuar-te-á;interatuar-te-á
interactuar-te;interatuar-te
interactuar-te-ás;interatuar-te-ás
interactuar-vos-íeis;interatuar-vos-íeis
interactuar-vos-eis;interatuar-vos-eis
interactuar-vos;interatuar-vos
interactuas;interatuas
interactuasse;interatuasse
interactuassem;interatuassem
interactuasses;interatuasses
interactuaste;interatuaste
interactuastes;interatuastes
interactuava;interatuava
interactuavam;interatuavam
interactuavas;interatuavas
interactuei;interatuei
interactue;interatue
interactueis;interatueis
interactuem;interatuem
interactuemos;interatuemos
interactues;interatues
interactuá-la;interatuá-la
interactuá-las;interatuá-las
interactuá-lo-íamos;interatuá-lo-íamos
interactuá-lo-ei;interatuá-lo-ei
interactuá-lo-íeis;interatuá-lo-íeis
interactuá-lo-eis;interatuá-lo-eis
interactuá-lo-emos;interatuá-lo-emos
interactuá-lo-ia;interatuá-lo-ia
interactuá-lo-iam;interatuá-lo-iam
interactuá-lo-ias;interatuá-lo-ias
interactuá-lo-á;interatuá-lo-á
interactuá-lo;interatuá-lo
interactuá-lo-ão;interatuá-lo-ão
interactuá-lo-ás;interatuá-lo-ás
interactuá-los;interatuá-los
interactuámos;interatuámos
interactuo;interatuo
interactuou;interatuou
interactuáramos;interatuáramos
interactuáreis;interatuáreis
interactuásseis;interatuásseis
interactuássemos;interatuássemos
interactuávamos;interatuávamos
interactuáveis;interatuáveis
intercepção;interceção
interceptada;intercetada
interceptadas;intercetadas
interceptado;intercetado
interceptados;intercetados
interceptações;intercetações
interceptai;intercetai
intercepta;interceta
interceptais;intercetais
interceptam;intercetam
interceptamos;intercetamos
interceptando;intercetando
interceptação;intercetação
interceptara;intercetara
interceptaram;intercetaram
interceptaríamos;intercetaríamos
interceptaras;intercetaras
interceptardes;intercetardes
interceptarei;intercetarei
interceptaríeis;intercetaríeis
interceptareis;intercetareis
interceptarem;intercetarem
interceptaremos;intercetaremos
interceptares;intercetares
interceptaria;intercetaria
interceptariam;intercetariam
interceptarias;intercetarias
interceptará;intercetará
interceptar;intercetar
interceptar-lha;intercetar-lha
interceptar-lhas;intercetar-lhas
interceptar-lhe;intercetar-lhe
interceptar-lhes;intercetar-lhes
interceptar-lho;intercetar-lho
interceptar-lhos;intercetar-lhos
interceptar-me-ei;intercetar-me-ei
interceptar-me-ia;intercetar-me-ia
interceptar-me;intercetar-me
interceptarmos;intercetarmos
interceptar-nos-íamos;intercetar-nos-íamos
interceptar-nos-emos;intercetar-nos-emos
interceptar-nos;intercetar-nos
interceptarão;intercetarão
interceptar-se-ia;intercetar-se-ia
interceptar-se-iam;intercetar-se-iam
interceptar-se-á;intercetar-se-á
interceptar-se;intercetar-se
interceptar-se-ão;intercetar-se-ão
interceptarás;intercetarás
interceptar-te-ei;intercetar-te-ei
interceptar-te-ias;intercetar-te-ias
interceptar-te-á;intercetar-te-á
interceptar-te;intercetar-te
interceptar-te-ás;intercetar-te-ás
interceptar-vos-íeis;intercetar-vos-íeis
interceptar-vos-eis;intercetar-vos-eis
interceptar-vos;intercetar-vos
interceptas;intercetas
interceptasse;intercetasse
interceptassem;intercetassem
interceptasses;intercetasses
interceptaste;intercetaste
interceptastes;intercetastes
interceptava;intercetava
interceptavam;intercetavam
interceptavas;intercetavas
interceptei;intercetei
intercepte;intercete
intercepteis;interceteis
interceptem;intercetem
interceptemos;intercetemos
interceptes;intercetes
interceptá-la;intercetá-la
interceptá-las;intercetá-las
interceptá-lo-íamos;intercetá-lo-íamos
interceptá-lo-ei;intercetá-lo-ei
interceptá-lo-íeis;intercetá-lo-íeis
interceptá-lo-eis;intercetá-lo-eis
interceptá-lo-emos;intercetá-lo-emos
interceptá-lo-ia;intercetá-lo-ia
interceptá-lo-iam;intercetá-lo-iam
interceptá-lo-ias;intercetá-lo-ias
interceptá-lo-á;intercetá-lo-á
interceptá-lo;intercetá-lo
interceptá-lo-ão;intercetá-lo-ão
interceptá-lo-ás;intercetá-lo-ás
interceptá-los;intercetá-los
interceptámos;intercetámos
intercepto;interceto
interceptor;intercetor
interceptou;intercetou
interceptáramos;intercetáramos
interceptáreis;intercetáreis
interceptásseis;intercetásseis
interceptássemos;intercetássemos
interceptávamos;intercetávamos
interceptáveis;intercetáveis
interjeccional;interjecional
interjectivo;interjetivo
interruptores;interruptor
interruptor;interruptor
interseccional;intersecional
intersecções;interseção
intersecção;interseção
intersectada;intersetar
intersectadas;intersetar
intersectado;intersetar
intersectados;intersetar
intersectai;intersetar
intersecta;intersetar
intersectais;intersetar
intersectam;intersetar
intersectamos;intersetar
intersectando;intersetar
intersectara;intersetar
intersectaram;intersetar
intersectaríamos;intersetar
intersectaras;intersetar
intersectardes;intersetar
intersectarei;intersetar
intersectaríeis;intersetar
intersectareis;intersetar
intersectarem;intersetar
intersectaremos;intersetar
intersectares;intersetar
intersectaria;intersetar
intersectariam;intersetar
intersectarias;intersetar
intersectará;intersetar
intersectar;intersetar
intersectar-lha;intersetar
intersectar-lhas;intersetar
intersectar-lhe;intersetar
intersectar-lhes;intersetar
intersectar-lho;intersetar
intersectar-lhos;intersetar
intersectar-me-ei;intersetar
intersectar-me-ia;intersetar
intersectar-me;intersetar
intersectarmos;intersetar
intersectar-nos-íamos;intersetar
intersectar-nos-emos;intersetar
intersectar-nos;intersetar
intersectarão;intersetar
intersectar-se-ia;intersetar
intersectar-se-iam;intersetar
intersectar-se-á;intersetar
intersectar-se;intersetar
intersectar-se-ão;intersetar
intersectarás;intersetar
intersectar-te-ei;intersetar
intersectar-te-ias;intersetar
intersectar-te-á;intersetar
intersectar-te;intersetar
intersectar-te-ás;intersetar
intersectar-vos-íeis;intersetar
intersectar-vos-eis;intersetar
intersectar-vos;intersetar
intersectas;intersetar
intersectasse;intersetar
intersectassem;intersetar
intersectasses;intersetar
intersectaste;intersetar
intersectastes;intersetar
intersectava;intersetar
intersectavam;intersetar
intersectavas;intersetar
intersectei;intersetar
intersecte;intersetar
intersecteis;intersetar
intersectem;intersetar
intersectemos;intersetar
intersectes;intersetar
intersectá-la;intersetar
intersectá-las;intersetar
intersectá-lo-íamos;intersetar
intersectá-lo-ei;intersetar
intersectá-lo-íeis;intersetar
intersectá-lo-eis;intersetar
intersectá-lo-emos;intersetar
intersectá-lo-ia;intersetar
intersectá-lo-iam;intersetar
intersectá-lo-ias;intersetar
intersectá-lo-á;intersetar
intersectá-lo;intersetar
intersectá-lo-ão;intersetar
intersectá-lo-ás;intersetar
intersectá-los;intersetar
intersectámos;intersetar
intersecto;intersetar
intersectou;intersetar
intersectáramos;intersetar
intersectáreis;intersetar
intersectásseis;intersetar
intersectássemos;intersetar
intersectávamos;intersetar
intersectáveis;intersetar
intersubjectiva;intersubjetiva
intersubjectivas;intersubjetivas
intersubjectividade;intersubjetividade
intersubjectividades;intersubjetividades
intersubjectivo;intersubjetivo
intersubjectivos;intersubjetivos
intranquilidade;intranquilidade
intranquilidades;intranquilidades
intranquilo;intranquilo
intranquilos;intranquilos
intra-uterina;intrauterina
intra-uterinas;intrauterinas
intra-uterino;intrauterino
intróito;introito
introspecção;introspeção
introspectiva;introspetiva
introspectivas;introspetivas
introspectivo;introspetivo
introspectivos;introspetivos
invectivada;invetivada
invectivadas;invetivadas
invectivado;invetivado
invectivadora;invetivadora
invectivadoras;invetivadoras
invectivadores;invetivadores
invectivador;invetivador
invectivados;invetivados
invectivai;invetivai
invectiva;invetiva
invectivais;invetivais
invectivam;invetivam
invectivamos;invetivamos
invectivando;invetivando
invectivara;invetivara
invectivaram;invetivaram
invectivaríamos;invetivaríamos
invectivaras;invetivaras
invectivardes;invetivardes
invectivarei;invetivarei
invectivaríeis;invetivaríeis
invectivareis;invetivareis
invectivarem;invetivarem
invectivaremos;invetivaremos
invectivares;invetivares
invectivaria;invetivaria
invectivariam;invetivariam
invectivarias;invetivarias
invectivará;invetivará
invectivar;invetivar
invectivar-lha;invetivar-lha
invectivar-lhas;invetivar-lhas
invectivar-lhe;invetivar-lhe
invectivar-lhes;invetivar-lhes
invectivar-lho;invetivar-lho
invectivar-lhos;invetivar-lhos
invectivar-me-ei;invetivar-me-ei
invectivar-me-ia;invetivar-me-ia
invectivar-me;invetivar-me
invectivarmos;invetivarmos
invectivar-nos-íamos;invetivar-nos-íamos
invectivar-nos-emos;invetivar-nos-emos
invectivar-nos;invetivar-nos
invectivarão;invetivarão
invectivar-se-ia;invetivar-se-ia
invectivar-se-iam;invetivar-se-iam
invectivar-se-á;invetivar-se-á
invectivar-se;invetivar-se
invectivar-se-ão;invetivar-se-ão
invectivarás;invetivarás
invectivar-te-ei;invetivar-te-ei
invectivar-te-ias;invetivar-te-ias
invectivar-te-á;invetivar-te-á
invectivar-te;invetivar-te
invectivar-te-ás;invetivar-te-ás
invectivar-vos-íeis;invetivar-vos-íeis
invectivar-vos-eis;invetivar-vos-eis
invectivar-vos;invetivar-vos
invectivas;invetivas
invectivasse;invetivasse
invectivassem;invetivassem
invectivasses;invetivasses
invectivaste;invetivaste
invectivastes;invetivastes
invectivava;invetivava
invectivavam;invetivavam
invectivavas;invetivavas
invectivei;invetivei
invective;invetive
invectiveis;invetiveis
invectivem;invetivem
invectivemos;invetivemos
invectives;invetives
invectivá-la;invetivá-la
invectivá-las;invetivá-las
invectivá-lo-íamos;invetivá-lo-íamos
invectivá-lo-ei;invetivá-lo-ei
invectivá-lo-íeis;invetivá-lo-íeis
